,Empid,certificateName,issuingOrganization,issueDate,ExpireDate,credentialID,Status
486,Emp_390,User Stories,Monroe-Evans,2004-12-03,2024-05-03,29c3ed1a-5c4d-4483-8c98-9118bf15ae8c,Approved
487,Emp_444,Java,Jackson-Sanchez,2006-08-12,2024-04-22,31106d61-2a5e-4b8e-8433-d0383c6dcb75,Approved
488,Emp_203,Google Cloud Platform,Brown-Simmons,1992-10-16,2024-05-03,f464e4a9-0f58-436b-af1c-0753b14d1eeb,Approved
489,Emp_243,User Research,Morris LLC,2021-09-06,2024-04-16,d5e03653-56ed-4a4e-8c6a-6078eb3a8324,Approved
490,Emp_245,User Stories,Copeland PLC,1991-05-07,2024-05-06,51975cc3-9dd7-4018-9492-f251d568ba44,Approved
491,Emp_46,C#,"Smith, Gonzalez and Santos",1985-07-05,2024-04-10,fe4593c5-0dbc-4c88-b1d8-331bdb9cbf9a,Approved
492,Emp_158,Angular,Oliver-Calhoun,1999-05-07,2024-05-01,9b3bf67e-2914-4a96-835c-8ea7df450d63,Approved
493,Emp_45,Kotlin,"Hartman, Harris and Young",1975-09-14,2024-04-26,df837d25-49a0-4762-8968-e308f344d163,Approved
494,Emp_468,Kotlin,"Moore, Aguilar and Guzman",2007-11-24,2024-04-08,470c7711-7147-4123-a426-b7ed7d48a748,Approved
495,Emp_357,Continuous Deployment,Alvarez Group,2010-10-17,2024-04-27,040c84fc-b705-433d-bcac-a99d7dd1d64b,Approved
496,Emp_85,PHP,Ball-Wong,2006-11-01,2024-04-25,628c5e94-1004-4404-8a06-9a5baef41e62,Approved
497,Emp_380,PostgreSQL,"Moore, Ortiz and Brennan",1987-07-19,2024-05-02,b9e39bc2-bd1f-4094-9410-32e7edd635ac,Approved
498,Emp_83,Cryptography,Smith Inc,1991-06-22,2024-04-25,f832ab8e-5354-453a-9c41-6acc9ce0ec9d,Approved
499,Emp_68,Python,"Anderson, Walsh and Howard",1997-03-04,2024-05-01,9ecb07e9-0e3d-438e-99ad-58ad8967ec03,Approved
500,Emp_250,Penetration Testing,Myers Inc,1987-09-19,2024-05-01,3c4ad61f-a0ee-4a95-82c5-3beee620e8d5,Approved
501,Emp_205,Python,"Cox, Rowland and Frazier",2022-08-21,2024-04-15,8c804c38-bf65-4e83-aeec-2c38e55fc630,Approved
502,Emp_473,Data Analysis,King-Hunter,2003-04-10,2024-04-30,84e3f968-bf90-4568-b631-a2e636164321,Approved
503,Emp_218,Test-Driven Development,"Henry, Zuniga and Johnson",2011-04-27,2024-04-20,4bfc18a5-4aa6-4b45-b530-fcc3b7c57c68,Approved
504,Emp_344,UI/UX Design,"George, Smith and Booth",1978-04-18,2024-04-16,589d7a60-4cc2-49e4-abcb-cd07508ae5df,Approved
505,Emp_182,Angular,"Walker, Hanson and Alvarado",2006-06-06,2024-04-28,b70adeab-36e0-4e04-a647-f737ce424003,Approved
506,Emp_4,Data Analysis,Harvey-Peterson,1996-11-30,2024-04-13,2e57b82f-c209-416e-81e4-ee3ee16722c3,Rejected
507,Emp_388,Machine Learning,Reed-Ramirez,1970-09-09,2024-04-25,0a76688d-3894-430d-b558-2ca639cc3f6d,Approved
508,Emp_442,.NET,"Williamson, Wilson and Walters",1993-03-17,2024-04-25,9dc75ae7-a10a-4e66-ba30-fd3d0e8e6331,Approved
509,Emp_384,Troubleshooting,"Odonnell, Lowe and Horton",1982-07-10,2024-04-17,6f66d1fd-520e-4390-8425-c1c0ec593beb,Approved
510,Emp_447,Test-Driven Development,Jackson LLC,1998-06-08,2024-05-05,5bb09ba3-c657-4867-a1ad-fe226bc9be26,Approved
511,Emp_276,Java,"Lopez, Russell and Williams",1996-05-23,2024-04-14,715fccc7-1cb0-4f14-9d06-80459215749c,Approved
512,Emp_127,Wireframing,Ford-Walker,2017-10-22,2024-04-28,9108e400-e3b6-4c61-a16d-e3d4bab11f42,Approved
513,Emp_156,Support,Carr Ltd,1997-03-02,2024-04-30,a03087e4-ff40-45bd-a283-f97c0091eb94,Approved
514,Emp_497,React,"Taylor, Russell and Jarvis",2004-06-02,2024-04-26,b1ce874f-7f5d-47d0-a8b8-3e91ab24814a,Approved
515,Emp_191,Data Visualization,"Murphy, Torres and Mason",2010-12-11,2024-04-24,b6423885-bda5-40f2-8832-a844fb3b0ab7,Approved
516,Emp_333,Prototyping,"Brown, Conner and Juarez",1979-03-18,2024-04-16,b3eac504-164a-4809-9d4d-73ab0a83c25c,Approved
517,Emp_483,UI/UX Design,Henry and Sons,2011-08-26,2024-04-27,083857a0-080e-4492-9776-123d2e752ddf,Approved
518,Emp_208,AWS,Patterson and Sons,1991-10-28,2024-04-09,d4376c19-1e87-4a94-90ea-eb261b0a66ae,Approved
519,Emp_73,Support,"Schaefer, Miller and Cannon",2017-07-31,2024-04-16,692275a7-9522-42b6-8def-8f649e670a48,Approved
520,Emp_331,Angular,Hernandez PLC,1980-10-12,2024-04-28,925a9ac6-17db-4688-ba27-299fec25ad5a,Approved
521,Emp_55,JavaScript,"Phillips, Anderson and Simpson",1975-12-15,2024-04-17,dccd45f5-68d0-463b-9077-80fa2f0a2183,Approved
522,Emp_48,Java,Hensley Group,2019-07-15,2024-05-06,e923e00d-96ae-41f2-aa08-72cac452fedb,Approved
523,Emp_266,User Stories,"Lee, Cook and Jones",2000-04-04,2024-04-11,1760c91f-9888-4dc2-8b2c-5003aecb7f35,Approved
524,Emp_87,Flask,Dyer-Le,1987-05-08,2024-04-16,c7767900-536a-45ea-a03b-9a9caf2ac095,Approved
525,Emp_67,Vue.js,Lam-Lucas,1979-02-22,2024-04-30,5cd46ec6-a925-43ec-bdc2-0b29c64ada94,Approved
526,Emp_99,Artificial Intelligence,Sandoval Group,2004-07-02,2024-04-10,6e8915bb-9eee-4a67-99cb-1e55873f1c37,Approved
527,Emp_336,Kotlin,Lawson-Hanna,2001-12-26,2024-04-11,23de40a2-6e1e-4757-9329-a08606a041a1,Approved
528,Emp_222,Test-Driven Development,"Nixon, Norton and Peterson",2012-01-26,2024-04-09,af1c39d1-0f24-4378-ac0b-1f60bc03aed0,Approved
529,Emp_84,Problem Solving,"Nicholson, Leach and Gibson",2020-07-04,2024-05-06,126977bb-6479-4342-98cb-ad1dbebde79a,Approved
530,Emp_493,Agile Product Management,Delacruz and Sons,2004-04-08,2024-04-25,1b56670c-9608-4004-9c12-fc3fdad4ddc3,Approved
531,Emp_328,User Research,Smith-Gray,2017-03-07,2024-04-10,73a073e4-ecf5-41fb-b959-2a4096251ba4,Approved
532,Emp_282,Test-Driven Development,"Marsh, Jones and Anthony",1986-11-30,2024-04-26,7f694d07-68ed-4966-ab4d-5d2ea47147a5,Approved
533,Emp_41,Python,Thompson Group,1994-11-08,2024-04-30,b12458fc-1057-4c7f-8928-2ac2164bdcb5,Approved
534,Emp_326,PHP,Foster LLC,1989-05-05,2024-05-01,d687c4a6-9dc1-4d2b-a99c-a4f147d4a2dc,Approved
535,Emp_57,UI/UX Design,Butler-Sutton,1986-10-16,2024-04-11,5d5ff784-4dc0-4199-91f9-368f7f03bc5e,Approved
536,Emp_426,Google Cloud Platform,"Mitchell, Baker and Clark",2013-03-29,2024-05-03,0a190347-7fba-4b20-b9e7-a8677c307a88,Approved
537,Emp_464,Kubernetes,"Moore, Mccann and Lopez",1987-03-07,2024-04-27,f4368cdc-cfe2-4606-8e4d-02b222000495,Approved
538,Emp_170,Java,"Barnett, Arnold and Brown",2024-02-14,2024-04-28,d68d16bd-76b7-4e7d-85fc-4e40f227844a,Approved
539,Emp_24,AWS,"Brown, Williams and Woodard",2009-03-10,2024-04-18,77c6628b-b52b-429f-bcfc-5831ccbc8421,Rejected
540,Emp_228,Documentation,Jimenez Group,2000-08-25,2024-04-11,dac404c9-b23e-4f61-8d65-e28621d28f4f,Approved
541,Emp_237,Prototyping,Williamson-West,2001-05-30,2024-04-30,73bbc082-bd87-4648-8779-f56371e1ef62,Approved
542,Emp_248,Prototyping,Cooper-Boyd,1996-01-08,2024-04-20,16bec765-574f-458f-b827-bf2a39961de7,Approved
543,Emp_349,JavaScript,Tyler-Moreno,1973-07-12,2024-04-27,8eda9d23-c2cb-465a-9cf2-9f73f1d41877,Approved
544,Emp_466,PostgreSQL,"Meyer, Harmon and Jones",2010-09-04,2024-05-03,31795170-5a16-4fea-af4c-545b89809e0a,Approved
545,Emp_0,Troubleshooting,"Obrien, Riley and Ewing",1977-05-27,2024-04-15,bc7fa26d-3ee7-4173-bc72-f122102e466f,Rejected
546,Emp_194,Communication,Brown Ltd,1977-04-28,2024-04-14,152977e5-faa7-486b-8e1c-872e85b8037a,Approved
547,Emp_191,Network Security,"Thomas, Martinez and Price",2020-12-25,2024-04-24,2c373fc4-6b10-4a0b-a659-27154271ac1e,Approved
548,Emp_418,GraphQL,Bruce and Sons,1997-03-29,2024-05-05,db76ee39-e8d7-4d70-99c5-450e0d9dcda5,Approved
549,Emp_259,User Research,Orr LLC,2006-08-11,2024-04-18,c5d05c20-cf4a-418c-b120-064b68070f0c,Approved
550,Emp_489,CI/CD,Riley-Edwards,2017-06-05,2024-04-08,9ed71872-ee7e-4c3b-9062-a1cc5774f7ae,Approved
551,Emp_449,Responsive Design,Schaefer-Mcdonald,1998-12-27,2024-05-01,e75f0cc2-ab33-4e94-9c1a-ddcf75834018,Approved
552,Emp_447,SQL,Nelson Group,2017-09-22,2024-04-11,cc9fc7c2-dc42-4779-a1cf-2aedc7e7e2c1,Approved
553,Emp_489,Kotlin,Melendez-Hunter,1984-05-18,2024-04-24,48ac921b-0e18-4563-a47a-a040199ec6fd,Approved
554,Emp_369,Collaboration,"Miranda, Duarte and Hall",1983-10-17,2024-05-01,41444544-52e5-441b-a421-d605375c97e7,Approved
555,Emp_228,Microservices,Duncan-Chambers,1977-04-19,2024-04-16,f655a910-cc69-4ff2-ab2f-3069367b74b8,Approved
556,Emp_276,Angular,Tucker-Orr,1999-10-23,2024-05-04,29ebe5ca-bffb-4e91-88ae-582c9c052d41,Approved
557,Emp_129,Problem Solving,"Pearson, Marquez and Porter",2013-01-25,2024-05-05,8e3822ed-4e4c-43e9-aea6-2ac98b851727,Approved
558,Emp_210,Data Visualization,Williams-Ross,2002-08-15,2024-04-16,7b649a60-ea5e-4055-a171-bedbf84a05af,Approved
559,Emp_316,Product Management,"Bryant, Smith and Manning",1987-05-20,2024-04-22,24fa0c3c-82d0-448d-810d-fa8110523bc9,Approved
560,Emp_57,Objective-C,Snyder Ltd,1996-01-01,2024-04-27,b859ba74-6c83-4895-9c6f-3e016b439903,Approved
561,Emp_462,NoSQL,Black-Hale,1979-03-24,2024-05-03,ceb137ad-8ba3-4bea-af90-78033c53e34f,Approved
562,Emp_469,Agile Methodologies,"Becker, Ball and Estrada",1998-09-17,2024-04-16,0d3e8680-f616-479c-be75-b11135fd6f12,Approved
563,Emp_101,Java,Lee-George,1987-12-30,2024-04-15,8d983ac4-20bd-4379-8e5c-2e22c0e2a666,Approved
564,Emp_496,User Stories,Burke-Thompson,1972-06-05,2024-04-28,cd76b756-b28e-43df-9a9b-531f869a1bba,Approved
565,Emp_124,DevOps,Smith-Morgan,1984-03-25,2024-04-24,cffd7046-339d-4c59-a008-dcba53f41bae,Approved
566,Emp_6,PHP,"White, Ellis and Davis",1970-07-10,2024-04-16,6f8500be-fb06-4a89-b75f-87c0a67a29c8,Rejected
567,Emp_323,CSS,Patel-King,1970-06-02,2024-05-06,fc8c6cff-f43d-4af7-9861-f2014dadcf0b,Approved
568,Emp_421,UI/UX Design,Ferguson-Holmes,2014-07-09,2024-04-25,e04045d5-349b-4c02-b718-fbf234cfd990,Approved
569,Emp_474,Kotlin,Wade-Dickson,1992-09-01,2024-04-12,3ba8cb38-dfc3-4116-b72a-a0af0d8463da,Approved
570,Emp_193,Scrum,Fuentes-Carlson,1993-03-12,2024-05-04,c753946e-96ea-4f94-88dd-93b2dc971b76,Approved
571,Emp_110,Kubernetes,White-Nichols,2007-09-15,2024-04-12,a2b0d5d9-6725-436a-a7af-4781eb1e1f2e,Approved
572,Emp_124,Agile Product Management,"Robinson, Green and Tate",2022-11-03,2024-05-01,ebf166a5-9b26-4b9f-9c3d-88abccc50c46,Approved
573,Emp_452,GraphQL,Gonzalez Group,2009-02-13,2024-04-16,fd2bd19f-e0a2-4c20-9491-7b1c4184e317,Approved
574,Emp_460,Agile Product Management,Medina-Bailey,1983-10-03,2024-04-12,86eb6f20-6a1c-46c2-8817-430a6babbf24,Approved
575,Emp_1,C#,Ingram PLC,1988-03-17,2024-05-05,ce620c04-825d-41fa-8b64-cfe44347655a,Rejected
576,Emp_435,Test-Driven Development,Padilla and Sons,2010-03-05,2024-05-04,73f12a7e-7e99-456c-a338-377649b9d248,Approved
577,Emp_257,Requirements Analysis,Lang-Perkins,2002-08-03,2024-04-19,583eb882-4108-476e-abf4-ca224236db4d,Approved
578,Emp_92,Agile Product Management,"Powell, Rich and Hunter",2006-04-11,2024-04-25,3d23359d-a6d9-4612-acb3-3f63c2f73b7f,Approved
579,Emp_389,Information Security,Adams LLC,2000-02-01,2024-04-25,915b91f5-c94d-4fbc-82b2-10032af278b0,Approved
580,Emp_35,UI/UX Design,"Strong, Wilkerson and Wright",1989-07-27,2024-04-16,e34da5cd-7280-464a-82bc-32471fb02125,Pending
581,Emp_19,MongoDB,"Johnson, Woodward and Schmidt",2024-02-05,2024-05-03,8080f8e3-bf0f-49f6-83b8-27842a7fc01d,Rejected
582,Emp_313,Cybersecurity,Williams Group,2010-02-13,2024-04-19,0f71a87e-6e5e-46c7-98c1-5633d4e9317e,Approved
583,Emp_113,HTML,Padilla Ltd,1978-09-21,2024-04-29,ac888ae7-0e19-4d85-a155-f6961dc8a82d,Approved
584,Emp_283,Kubernetes,Smith-Wilson,1995-11-02,2024-04-12,13a7e2d4-b6ff-4f95-965f-19c7d4b1a816,Approved
585,Emp_21,Accessibility,Reid-Ross,2002-09-13,2024-04-14,357aaa90-fd7b-4f01-adec-1f92358b5602,Rejected
586,Emp_191,Documentation,Parsons Ltd,2012-11-01,2024-05-06,88e7f123-f327-4586-9c67-e1a0df5bc2e2,Approved
587,Emp_125,Documentation,Mills PLC,1999-04-30,2024-04-25,d7b55bb8-ab37-49ca-8207-eede351555cc,Approved
588,Emp_116,Node.js,"Sullivan, Ayala and Cooper",2017-05-15,2024-04-28,f84c2493-934b-42dd-8417-c3d95724e36e,Approved
589,Emp_473,Java,Tran Inc,1975-11-13,2024-04-18,86b12f05-4525-4831-90d4-5966a843e276,Approved
590,Emp_476,MySQL,Forbes-Sanders,1975-04-09,2024-04-16,bc85af66-7067-4592-b3db-64dda79ec66c,Approved
591,Emp_6,Django,"Gonzalez, Cunningham and Martinez",1973-03-26,2024-05-02,4345f729-230a-459f-b192-b95ec692cb9f,Rejected
592,Emp_453,MySQL,"Wallace, Russell and Noble",2023-09-30,2024-04-11,cda4dd7d-da78-423d-a33b-dc210d3673aa,Approved
593,Emp_314,Continuous Deployment,"Lewis, Bradford and Navarro",1994-10-26,2024-04-15,a2c3f810-7688-4da9-a4bb-5486ad1e3d40,Approved
594,Emp_241,GraphQL,Gibson-Yates,2009-03-24,2024-04-11,6a8cdc90-730b-481d-b654-bc7c841eef77,Approved
595,Emp_307,.NET,Ramirez LLC,2015-11-30,2024-04-11,4774e5ca-0375-49f5-a7fa-fc84cfa103c1,Approved
596,Emp_375,CI/CD,Le-Brown,2019-09-07,2024-04-10,97028fd1-7a80-47cb-8c81-c164b40f7a5a,Approved
597,Emp_141,Google Cloud Platform,Cunningham-Clark,1995-07-28,2024-04-20,2ba62623-2573-41f2-87c3-14d916c9a5e4,Approved
598,Emp_63,Requirements Analysis,Wiggins Group,2022-11-21,2024-05-01,9a4919cd-655d-4096-8804-5473266ea8fd,Approved
599,Emp_339,Agile Methodologies,Myers-Perry,1984-05-19,2024-04-09,cfba4f31-1d9c-4f0a-9036-32dbf7313d69,Approved
600,Emp_135,Git,Foster-Smith,1979-04-27,2024-05-04,7fc1c4d8-dceb-42a4-bf5d-c26979429a8f,Approved
601,Emp_3,Product Management,Davis and Sons,1997-03-10,2024-04-26,fe9581c9-a5a0-46e5-a5aa-f3d535e3bff9,Rejected
602,Emp_402,Prototyping,"Malone, Smith and Gutierrez",1973-01-08,2024-04-14,483c5591-637a-4f10-a4bf-09185d18c13c,Approved
603,Emp_496,Communication,Johnson Inc,1975-09-21,2024-04-29,f9771509-c713-484e-91af-e15f35b22512,Approved
604,Emp_181,SQL,"Morris, Cummings and Simpson",1971-02-26,2024-04-11,c1b807dc-b9bd-4874-bd00-4d9e55e839ef,Approved
605,Emp_85,Google Cloud Platform,Williams PLC,1978-12-05,2024-04-16,c04145a3-0c79-49ad-9f53-05228f8b315c,Approved
606,Emp_29,Cryptography,"Wheeler, Cunningham and Thomas",1988-02-27,2024-05-03,fa1f1c41-1621-4061-9b54-c92697c54efe,Pending
607,Emp_205,Azure,Fernandez and Sons,2001-04-12,2024-05-06,4c518fe4-49ef-417d-a276-e9d035b04b43,Approved
608,Emp_285,Prototyping,Berry Inc,1976-02-20,2024-05-01,0b5437bf-54af-4fcc-832c-4d0686579c9b,Approved
609,Emp_103,GraphQL,"King, Best and Arroyo",2022-08-07,2024-04-10,866c522a-2e8e-4242-9a41-8222658b508f,Approved
610,Emp_157,Docker,Lam and Sons,1976-05-19,2024-05-04,22e09645-4af9-48fe-9ded-ef84a4c973db,Approved
611,Emp_18,PHP,Shaffer LLC,2011-08-29,2024-04-11,73cb08c7-f396-4c25-ae77-e526397913f3,Rejected
612,Emp_28,Continuous Deployment,Anderson LLC,2020-09-18,2024-04-22,ebf6a279-e7c7-4cec-9729-6e712d5913be,Pending
613,Emp_408,Penetration Testing,Perez-Flores,1988-06-02,2024-05-05,4a3d5b76-35c0-4464-bef2-a5f6ffb88231,Approved
614,Emp_482,Continuous Deployment,Walker Inc,1994-10-21,2024-04-18,cc5471b5-448c-427a-b03e-098526f8c0f4,Approved
615,Emp_219,HTML,Montoya Inc,2000-04-17,2024-04-12,664aa0d6-e60e-4123-b548-5d8ac8769858,Approved
616,Emp_340,HTML,West PLC,2005-09-14,2024-05-03,7557b009-d745-4b34-9efb-8ee489ceb5d5,Approved
617,Emp_498,Artificial Intelligence,"Watson, Klein and Allen",1979-07-25,2024-05-05,48ef1a7a-36de-4018-8cc5-e0b4f6dc74ed,Approved
618,Emp_173,Git,Dorsey-Garcia,1981-02-04,2024-04-29,b23c043f-29de-4a89-9edd-47bca6261db9,Approved
619,Emp_90,Artificial Intelligence,Jones LLC,1974-03-11,2024-04-22,15f82e43-29cc-4308-944c-a16f92f98343,Approved
620,Emp_217,HTML,Baker Inc,1979-08-08,2024-04-29,f2c89afb-2086-4009-a244-cccadd2242fc,Approved
621,Emp_255,MySQL,Porter PLC,1998-05-13,2024-04-11,915242d8-386d-4e5f-b715-1cc09d27fd80,Approved
622,Emp_43,Scrum,Hardy and Sons,2000-05-19,2024-04-25,0d1d332d-f2be-432a-96b3-8ad270ae2e33,Approved
623,Emp_90,RESTful API,"Brooks, Hester and Jackson",2019-06-03,2024-04-22,daab69f3-fdcd-44bb-a6f3-715c25739ae6,Approved
624,Emp_284,Vue.js,Mclaughlin-Rogers,2013-01-10,2024-04-08,5b8791eb-b492-4673-805e-3b79506edf48,Approved
625,Emp_47,Continuous Deployment,"Atkins, Davis and Sparks",2001-01-12,2024-04-20,ec4e57b2-708b-4290-a180-f25bc10936e3,Approved
626,Emp_121,SQL,Martinez-Diaz,1990-09-29,2024-04-29,5263f9eb-1d55-440b-a699-3c060cd89a3f,Approved
627,Emp_62,Vue.js,Rhodes-Stokes,1993-05-25,2024-04-10,74d92e0a-fc16-48ab-82da-8bec670ac4ba,Approved
628,Emp_312,Responsive Design,Dalton-Mendez,1973-06-03,2024-04-13,e3a36738-9652-4f93-a3a6-70d9f8db39cc,Approved
629,Emp_448,Technical Writing,"Jones, Dominguez and Martin",2003-05-22,2024-04-26,11bafcad-bfc8-4ff2-820f-a9058b2009dc,Approved
630,Emp_387,GraphQL,"Chen, Barrera and Doyle",1997-11-24,2024-05-06,a184a8e8-0c17-4c8a-8082-d6fbb4023946,Approved
631,Emp_133,Google Cloud Platform,"Jefferson, Page and Madden",1971-12-23,2024-04-14,bddac778-4f71-44a8-926e-1129d3706af0,Approved
632,Emp_263,Git,Jackson-Blake,1982-04-16,2024-05-04,ff29b8d6-ff21-4ac4-b007-eb308b053164,Approved
633,Emp_207,MongoDB,Perez Group,1978-01-18,2024-04-16,01073ad5-fa0f-4a37-a620-591a9e6b42e0,Approved
634,Emp_115,HTML,Jackson Ltd,1980-01-14,2024-04-14,99ff07fb-7daa-455a-bdbb-eaf26f93dc7a,Approved
635,Emp_141,Artificial Intelligence,Watts-Harrington,2022-04-29,2024-04-08,f3008ca5-d3ff-48b4-8dd3-277d2fbcc8f3,Approved
636,Emp_417,Technical Writing,Parker-Grant,2022-03-15,2024-04-12,1ed342bd-2d53-4983-b7e4-4d7f8683bf6a,Approved
637,Emp_107,Git,Martinez Inc,1976-06-05,2024-04-19,3fdb4cb5-d193-4301-97be-faadd8954a0d,Approved
638,Emp_38,Kubernetes,Harris-Wood,1994-09-22,2024-04-23,de94b26b-303a-41b1-add5-b5805f4adeca,Approved
639,Emp_56,NoSQL,Cervantes-Thomas,1994-04-27,2024-04-12,735e9ae1-ae52-4f21-9d53-98d32289e1d6,Approved
640,Emp_151,Agile Methodologies,"Mitchell, Higgins and Smith",2006-10-06,2024-04-15,647c7230-b3d9-443a-8470-13ec485f7b34,Approved
641,Emp_273,Support,"Arroyo, Gonzalez and Harris",1987-12-07,2024-04-16,6f7f8fce-195f-4cf8-bc43-06c84b338925,Approved
642,Emp_246,HTML,Colon Inc,1974-02-24,2024-04-18,407b9a98-3f08-46a4-a825-dffe1e24cbe6,Approved
643,Emp_193,HTML,Lopez LLC,1981-11-14,2024-05-02,e3a06f12-cb26-4956-9dea-8058afe13da8,Approved
644,Emp_328,Angular,Rivera-Bridges,1973-12-28,2024-05-04,2a3c4075-e3d4-43e8-956e-caaf799f2ab2,Approved
645,Emp_224,Data Visualization,"Lee, Hamilton and Thompson",2016-02-08,2024-04-20,7e91fcbf-f6d6-4213-9111-aa3c0d6b227a,Approved
646,Emp_253,HTML,"May, Adams and Harmon",1984-10-07,2024-04-27,89e941ef-e02c-4df7-81b4-de84e53633bc,Approved
647,Emp_239,Flask,"Stewart, Johnson and Allen",1992-06-26,2024-05-02,c64752ca-7289-4916-a18f-43d6db150d5d,Approved
648,Emp_191,Support,Walker and Sons,2011-08-05,2024-04-09,c5923ecb-b02b-4ab9-b28a-51c015559c3c,Approved
649,Emp_484,Agile Methodologies,"Warren, Walton and Robertson",2005-03-02,2024-04-24,1b05e7dc-a0e4-4b8f-a915-d05a1ce3e8ce,Approved
650,Emp_249,Kotlin,"Ruiz, Davenport and Carter",1995-07-16,2024-04-15,23b44134-f6ee-4093-9510-13f59be6e96c,Approved
651,Emp_405,Kubernetes,"Ortega, Myers and Andrews",2014-01-12,2024-04-24,1f868c4b-be6c-4cfe-986e-b37de17f4261,Approved
652,Emp_367,Microservices,Johnson LLC,1977-07-30,2024-04-17,89cfb0de-1ac5-4562-b6d2-265f124eeb14,Approved
653,Emp_327,Angular,Roman-Adams,1987-08-28,2024-04-11,50bb5cdc-f94e-45c4-8a13-3d66980d886d,Approved
654,Emp_148,RESTful API,Weaver Group,2007-12-18,2024-04-18,1682003e-4fb0-4645-b433-09a8ace60212,Approved
655,Emp_427,Vue.js,Martinez-Avila,1985-05-24,2024-05-05,1ef9a2e0-2bb9-43bd-804d-d6857ecaf2d6,Approved
656,Emp_17,C#,"Woodward, Black and Jackson",1993-12-30,2024-04-29,3224ecd3-9d52-4952-a6cc-20e111c7877e,Rejected
657,Emp_0,Problem Solving,Rogers Ltd,2018-11-24,2024-05-04,7ea9d055-8064-4060-8f0a-58f1227f4826,Rejected
658,Emp_429,NoSQL,Williams-Sharp,1986-04-16,2024-04-17,70deabc7-43ae-4fde-96ef-d830e3ad904c,Approved
659,Emp_219,Communication,Zamora-Boyle,2005-11-30,2024-04-09,a38c338d-ebf7-44a9-b199-5ee640d8a760,Approved
660,Emp_372,PostgreSQL,Lin-Holt,2021-04-01,2024-04-18,b44b6795-92d5-4f01-bad9-33127ae7be6e,Approved
661,Emp_260,JavaScript,"Jones, Tucker and Moreno",1980-11-10,2024-04-25,3e0cc275-0b58-4111-9814-93f3c60f06ee,Approved
662,Emp_360,Behavior-Driven Development,Shepard-Hull,1989-12-28,2024-05-02,9e9fcfe0-7755-4dab-9dd5-8515ea4db98f,Approved
663,Emp_398,GraphQL,Young-Lowe,2007-09-06,2024-04-10,714d70cc-bd8e-49de-999b-ddb68bd7e8fc,Approved
664,Emp_161,Angular,Wall Group,2011-04-11,2024-04-09,f1610623-6bee-4e49-9064-e51f0c9ae21c,Approved
665,Emp_2,Communication,"Brown, Valdez and Walker",1985-10-15,2024-04-21,17cb90d1-882a-4b8e-bfce-b6997d867be0,Rejected
666,Emp_345,Vue.js,Whitaker and Sons,2005-06-21,2024-04-08,a340f092-10f8-4799-89ea-c810d03b51e7,Approved
667,Emp_310,Leadership,Mason-Castro,2008-04-20,2024-04-08,41a0ea62-9286-4051-8bd4-744462ce2518,Approved
668,Emp_7,RESTful API,Marsh-Perry,2011-02-25,2024-04-29,837e7a3a-2550-49e4-a65b-7d65ab4ef378,Rejected
669,Emp_138,User Research,Ferrell and Sons,1986-02-26,2024-04-15,0a18fd12-6f21-4326-8b0b-f00dd09d3de8,Approved
670,Emp_203,Problem Solving,"Davis, Burgess and Reed",1997-09-14,2024-04-21,3a1a5184-8a9a-437f-9e16-008e5ea78c73,Approved
671,Emp_92,AWS,Ross-Dorsey,2013-02-18,2024-04-23,aacdb65f-8102-42aa-ade1-4000e7a40ea2,Approved
672,Emp_390,React,"Wright, Rios and Ford",1997-01-12,2024-05-02,dd57c277-a695-4f7b-b601-66d03540862c,Approved
673,Emp_124,PostgreSQL,Fox LLC,1990-04-17,2024-04-09,498ea2f5-fd1c-49e2-b2c3-c9ad6c86ad5d,Approved
674,Emp_301,Microservices,Harrington LLC,2018-11-13,2024-04-24,e9279e8a-4c1b-4c8b-bb85-c9f9de09b69c,Approved
675,Emp_60,Kotlin,Charles LLC,2014-09-29,2024-04-16,179e87ce-158f-4b3a-bba4-eb4a66fc1876,Approved
676,Emp_284,Artificial Intelligence,Flores-Nunez,2002-05-08,2024-04-28,2e2a757e-3ba2-471f-b3fb-9c618a4e20c7,Approved
677,Emp_275,HTML,Miller Ltd,2005-05-13,2024-04-21,0d5d8603-f8c8-41d3-9854-18e23ddaf004,Approved
678,Emp_363,Kotlin,"Gomez, Howell and Watkins",2008-04-20,2024-04-25,de4f0b50-ae55-49c1-9045-2237bf62cec1,Approved
679,Emp_252,React,"Stone, Miller and Gutierrez",2003-09-20,2024-04-14,a1db77f8-bab4-445f-a02f-876af350d69f,Approved
680,Emp_52,Django,Smith Inc,1971-02-13,2024-04-22,ec6706d3-000e-416a-b962-b843ac4cac39,Approved
681,Emp_356,Flask,Nelson Group,1981-10-08,2024-04-27,057e7134-4eb1-41e1-af8b-4c5c9fcb1f43,Approved
682,Emp_207,NoSQL,Montoya Group,2003-01-04,2024-04-16,98b6b176-454e-48ea-a09e-18d80357c9a2,Approved
683,Emp_416,UI/UX Design,"Hernandez, Galloway and Le",1979-05-01,2024-05-01,ed2c78c1-8620-4c07-9be8-e003fd27563f,Approved
684,Emp_122,AWS,Miller-Jones,1973-06-12,2024-04-21,4a331027-81b6-49b7-b59f-701bffdc39ce,Approved
685,Emp_31,Technical Writing,Perez-Newton,1987-11-12,2024-04-29,c70805d6-5037-4dcf-879c-9ae2a67e31d6,Pending
